Name,parameters
BBa_K165015,positive_regulators:-1;negative_regulators:-1
BBa_K165001,positive_regulators:1;negative_regulators:NA
BBa_K165016,positive_regulators:-1;negative_regulators:-1
BBa_K165030,positive_regulators:1;negative_regulators:NA
BBa_K165031,positive_regulators:1;negative_regulators:NA
BBa_K165032,positive_regulators:-1;negative_regulators:-1
BBa_K165033,positive_regulators:-1;negative_regulators:-1
BBa_K165034,positive_regulators:2;negative_regulators:NA
BBa_K165035,positive_regulators:-1;negative_regulators:-1
BBa_K165038,positive_regulators:-1;negative_regulators:-1
BBa_K165042,positive_regulators:-1;negative_regulators:-1
BBa_K165039,positive_regulators:-1;negative_regulators:-1
BBa_K165040,positive_regulators:-1;negative_regulators:-1
BBa_K165041,positive_regulators:2;negative_regulators:NA
BBa_K165036,positive_regulators:-1;negative_regulators:-1
BBa_K1668004,chassis:NA;chassis:Streptomyces avermitilis
BBa_K1666006,biology:Salmonella typhimurium
BBa_K165043,negative_regulators:1;positive_regulators:2
BBa_K1679004,positive_regulators:NA
BBa_K1701002,biology:NA;biology:Bacillus subtilis;biology:biology - Bacillus subtilis
BBa_K1701003,biology:NA;biology:Bacillus subtilis 
BBa_K1709006,"biology:V. Fischeri;direction:Forward;control:luxR, HSL;protein:luxI-His, LuxR-E;positive_regulators:1;protein:luxI-His"
BBa_K1720002,biology:NA;biology:mammal;switch_point:It will switch on at hypoxia situation;switch_point:NA
BBa_K176099,n/a:constitutive promoter family member J23119 (pCon max) with primer VR10 site
BBa_K176000,"n/a:pLux/Tet Hybrid Promoter (LuxR+,TetR-)->PoPS;n/a:pLux/TetR Hybrid Promoter;n/a:pLux/Tet Hybrid Promoter: (LuxR+,TetR-)->PoPS"
BBa_K176100,n/a:constitutive promoter family member J23100 (pCon 1.00) with primer VR3 site
BBa_K176101,n/a:constitutive promoter family member J23101 (pCon 0.70) with primer VR4 site
BBa_K176102,n/a:constitutive promoter family member K176009 (pCon 0.36) with primer VR7 site
BBa_K176103,n/a:constitutive promoter family member K176008 (pCon 0.15) with primer VR9 site
BBa_K176104,n/a:constitutive promoter family member J23109 (pCon 0.04) with primer VR8 site
BBa_K176105,n/a:constitutive promoter family member J23103 (pCon 0.01) with primer VR5 site
BBa_K177002,n/a:cro binding box
BBa_K1796001,type:constitutive promoter;type:NA;type:constitive promoter
BBa_K180000,"control:NA;direction:NA;control:trp, lac;n/a:Hybrid promoter (trp & lac regulated -- Ptac);direction:forward;n/a:Hybrid promoter (trp & lac regulated -- tac pR)"
BBa_K1824555,positive_regulators:NA
BBa_K1886017,"control:NA;direction:NA;direction:forward;negative_regulators:NA;biology:NA;control:aTc, tetracyline"
BBa_K1897006,function:NA;function:Gene expression control;direction:NA;direction:Forward
BBa_K190017,positive_regulators:NA;positive_regulators:Binding of CueO induces transcription of associated genes.;control:NA;n/a:Copper Promoter (CueR regulated)
BBa_K190016,control:NA;negative_regulators:NA;n/a:Zinc Promoter (ZntR regulated)
BBa_K190024,n/a:Copper Promoter (CueO regulated) with own RBS
BBa_K190023,control:NA;negative_regulators:NA
BBa_K191007,"input_s:Trp, LovTAP;input_s:NA;negative_regulators:NA"
BBa_K1930005,positive_regulators:NA;control:NA
BBa_K1933004,chassis:NA;chassis:E. coli
BBa_K1946001,positive_regulators:cyclohexanone induced ChnR;positive_regulators:NA;biology:Acinetobacter sp.;positive_regulators:cyclohexanone
BBa_K1946006,positive_regulators:cyclohexanone induced ChnR;positive_regulators:xylene induced XylR;biology:Acinetobacter sp.;biology:Pseudomonas putida
BBa_K1980004,positive_regulators:NA;chassis:NA;positive_regulators:CusR;chassis:E. coli
BBa_K199052,n/a:pLux in reverse
BBa_K199106,n/a:pLpp promoter
BBa_K201004,n/a:Lac O2 natural operator  with RFP
BBa_K201005,n/a:Lac O1 natural operator with RFP
BBa_K201006,n/a:Lac Osym natural operator with RFP;n/a:Lac natural operator Osym with RFP
BBa_K201008,n/a:LacI repressed promoter BBa_J23100;n/a:LacI repressed BBa_J23100 promoter 
BBa_K201007,n/a:LacI repressed promoter BBa_J23118;n/a:LacI repressed BBa_J23118 promoter 
BBa_K202000,n/a:Hybrid promoter having multiple operator sites. Promoter has tetO2 with mutation at position 3;n/a:Hybrid promoter having multiple operator sites. 
BBa_K202001,n/a:Hybrid promoter having multiple operator sites. Promoter has tetO2 with mutation at position 5 ;n/a:Hybrid promoter having multiple operator sites. Promoter has tetO2 with mutation at position 3 
BBa_K2023002,positive_regulators:NA;positive_regulators:Pr;protein:XylR;protein:NA
BBa_K2023011,tag:NA;protein:XylR;tag:His;protein:NA
BBa_K2023013,color:NA;lum:NA;excitation:NA;color:Red;emission:NA;excitation:584;biology:NA;emission:607;protein:mRFP;protein:NA
BBa_K203105,n/a:LDL receptor promoter (sterol regulated)
BBa_K203106,n/a:HMG-CoA synthase promoter (sterol regulated)
BBa_K203107,n/a:c-Jun promoter (growth factor regulated)
BBa_K2057000,biology:NA;biology:Bacillus thuringiensis
BBa_K2084000,positive_regulators:NA;negative_regulators:NA
BBa_K2084004,positive_regulators:NA;negative_regulators:NA
BBa_K2088012,control:NA;receiver:NA
BBa_K2088013,receiver:NA
BBa_K2095000,positive_regulators:NA
BBa_K2110005,chassis:NA;chassis:saccharomyces cerevisiae
BBa_K2110006,chassis:NA;chassis:saccharomyces cerevisiae
BBa_K2110007,chassis:NA;chassis:saccharomyces cerevisiae
BBa_K2127006,positive_regulators:NA
BBa_K223041,n/a:SoxS Promoter
BBa_K228004,signalling_molecule:NA;input_s:salicylate molecules;chassis:shown to work in DH5&#945;;chassis:NA;protein:NahR;switch_point:3.32&#956;M;switch_point:NA;signalling_molecule:salicylate molecules;switch_point:3.32&#956;M for inducing of 2 hrs;input_s:salicylate molecule;input_s:NA;copies:~5;copies:NA;chassis:DH5&#945;;protein:NA
BBa_K223051,n/a:5MT operon (promoter-operator)
BBa_K228009,n/a:AraC protein(reversed sequence) and Pbad promoter
BBa_K227007,direction:NA;direction:forward
BBa_K238013,n/a:Exact promoter of the blue light receptor
BBa_K239002,"n/a:HypB promoter, activated by Fnr during oxygen deficiency"
BBa_K239003,"n/a:Modified HypB promoter, activated by Fnr during oxygen deficiency"
BBa_K239006,n/a:Modified NarK promoter
BBa_K248000,n/a:phoA (alkaline phosphatase) promoter
BBa_K256000,n/a:NO sensing promoter
BBa_K258005,control:NA
BBa_K259007,control:araC;rbs:NA;direction:Forward;positive_regulators:NA;o_h:NA;o_l:NA;negative_regulators:NA;biology:NA
BBa_K264000,n/a:Modular UP-element Design 1
BBa_K264001,n/a:Modular UP-element Design 2
BBa_K264002,n/a:Modular UP-element Design 3
BBa_K264003,n/a:Modular UP-element Design 4
BBa_K264004,n/a:Modular UP-element Design 5
BBa_K264005,n/a:Modular UP-element Design 6
BBa_K264006,n/a:Modular UP-element Design 7
BBa_K264008,n/a:K264001.scar.J23101 (UP/promoter);n/a:K264001.J23101 (UP/promoter)
BBa_K264009,n/a:K264001.scar.J23119 (UP/promoter)
BBa_K238000,n/a:YcgF/E regulated promoter region
BBa_K264040,n/a:K264000.J23101 (UP/promoter)
BBa_K264041,n/a:K264001.J23119 (UP/promoter) ;n/a:K254001.J23119 (UP/promoter) 
BBa_K264043,n/a:K264001.J23112 (UP/promoter)
BBa_K264044,n/a:K264002.J23101 (UP/promoter)
BBa_K264042,n/a:K264001.J23101 (UP/promoter)
BBa_K264049,n/a:K264003.J23119 (UP/promoter)
BBa_K264050,n/a:K264003.J23112 (UP/promoter)
BBa_K270000,n/a:Pu Promoter 
BBa_K284002,n/a:JEN1 Promoter from Kluyveromyces lactis
BBa_K284003,n/a:Partial DLD Promoter from Kluyveromyces lactis;n/a:DLD Promoter from Kluyveromyces lactis;n/a:DLD Promoter 
BBa_K310001,n/a:gadY (sRNA)
BBa_K319005,chassis:NA;chassis:Yeast;n/a:yeast mid-length ADH1 promoter
BBa_K338002,positive_regulators:NA;negative_regulators:1
BBa_K338001,positive_regulators:NA;negative_regulators:NA
BBa_K342000,"n/a:Curli Promoter induced by temperature, shaking speed and osmolarity"
BBa_K352002,n/a:pCooF Promoter from Rhodospirillum rubrum
BBa_K352003,n/a:pCooM Promoter from Rhodospirillum rubrum
BBa_K352005,n/a:C4G Mutated pCooF From Rhodospirillum rubrum
BBa_K352006,n/a:C7G Mutated pCooF From Rhodospirillum rubrum
BBa_K352007,n/a:C9G Mutated pCooF From Rhodospirillum rubrum
BBa_K352004,n/a:G2C Mutated pCooF from Rhodospirillum rubrum
BBa_K364304,n/a:TRE-CMV
BBa_K385000,n/a:mRNA stem loop bound by MS2 coat protein
BBa_K387003,"n/a:PfdhF: fdhF promoter, a hypoxia inducible promoter"
BBa_K387006,n/a:pfdhF-RBS34-SoxR-dT-PsoxS
BBa_K387011,n/a:MEF2-JeT promoter
BBa_K387012,n/a:CRE-JeT promoter
BBa_K392001,n/a:yeast ENO2 promoter
BBa_K392002,n/a:yeast ADH2 promoter
BBa_K427003,positive_regulators:NA;positive_regulators:BBa_K427002
BBa_K427004,positive_regulators:NA;positive_regulators:BBa_K427001
BBa_K511000,n/a:Hef1a-LacOid Promoter MammoBlock
BBa_K511001,n/a:minCMV-1xCI434 Promoter MammoBlock
BBa_K511002,n/a:minCMV-4xMnt Promoter MammoBlock
BBa_K511004,n/a:TRE-Tight-LacOid Promoter MammoBlock
BBa_K511003,n/a:UAS-Gal4 Promoter MammoBlock
BBa_K515010,n/a:pVeg2 Constitutive promoter differing in a 1 bp mutation from  pVeg (BBa_K316001);n/a:pVeg Constitutive promoter for Veg locus from B. subtilis
BBa_K541504,signalling_molecule:NA
BBa_K546547,control:(1) R0040;control:(1) R0063 & (2) R0062;protein:(1) LacI (2) RFP;protein:(1) LuxR & (2) luxI-LVA;direction:Forward
BBa_K557003,chassis:NA;chassis:pSB3T5
BBa_K563000,n/a:pHIS4 (Multifunctional Histidine biosynthesis enzyme promoter)
BBa_K563001,n/a:pDAL7(malate synthase promoter)
BBa_K559011,positive_regulators:NA;function:NA;receiver:NA;control:NA
BBa_K563002,n/a:promoter of ILV2 
BBa_K563003,n/a:promoter of CIT2
BBa_K563004,"n/a:pTEF1, promoter of Translational elongation factor EF-1 alpha"
BBa_K566005,positive_regulators:NA;positive_regulators:ccaR
BBa_K581022,n/a:A-factor regulated promoter
BBa_K586000,positive_regulators:1;negative_regulators:NA
BBa_K606011,negative_regulators:NA
BBa_K624039,n/a:pT7-tetO+RBS
BBa_K629002,"n/a:recNp, could be started with exposure to irradiation, UV, nalidixic acid"
BBa_K641000,n/a:Pctx
BBa_K641003,"n/a:{P_rffGH} ""stress promoter"""
BBa_K641025,n/a:P(rffGH) - Stress Promoter
BBa_K649000,n/a:LasR and 3OC12HSL regulated promoter.
BBa_K658006,control:NA;direction:NA;direction:Forward;positive_regulators:NA;control:LuxR/HSL;positive_regulators:1
BBa_K658007,"direction:Forward;o_h:NA;control:luxR, HSL;o_l:NA;negative_regulators:NA;positive_regulators:1"
BBa_K658008,"direction:Forward;o_h:NA;control:luxR, HSL;o_l:NA;negative_regulators:NA;positive_regulators:1"
BBa_K669003,n/a:CBP promoter
BBa_K730000,n/a:The mxaF gene is approximately 1.8 kb in size and encodes a 66-kDa polypeptide.
BBa_K737023,n/a:Promoter that can be induced by phosphate.
BBa_K737026,n/a:Promoter that can be induced by phosphate and carbon starvation. 
BBa_K737067,n/a:OmpR 
BBa_K772104,"direction:Forward;protein:LacI;tag:LVA;function:Rep;ligands:allolactose, IPTG;swisspro:P03023"
BBa_K779200,n/a:Hef1A MammoBlock
BBa_K779201,n/a:CMV MammoBlock
BBa_K779202,n/a:TRE-Tight MammoBlock
BBa_K779401,n/a:U6-TetO-S6 MammoBlock
BBa_K779400,n/a:U6-TetO-FF1 MammoBlock
BBa_K779403,n/a:U6-TetO-FF4 MammoBlock
BBa_K779402,n/a:U6-TetO-S1 MammoBlock
BBa_K779404,n/a:U6-TetO-DecoyFF4-3p MammoBlock
BBa_K779405,n/a:U6-TetO-DecoyFF4-3p-4ntin MammoBlock
BBa_K779407,n/a:U6-TetO-TuDFF4-3p-4ntin MammoBlock
BBa_K779406,n/a:U6-TetO-TuDFF4-3p MammoBlock
BBa_K779408,n/a:U6-TetO-Sa MammoBlock
BBa_K779409,n/a:U6-TetO-Sc MammoBlock
BBa_K783066,origin:Methylosinus trichosporium OB3b;positive_regulators:mmoR BBa_K783083;positive_regulators:NA;positive_regulators:mmoR (BBa_K783083);negative_regulators:Copper;negative_regulators:NA
BBa_K783082,origin:Methylosinus trichosporium OB3b;positive_regulators:mmoR BBa_K783083;positive_regulators:NA;origin:NA;negative_regulators:Copper;negative_regulators:NA
BBa_K809003,n/a:Up elements of cox2 gene;chassis:NA;n/a:Up elements of cox1 gene;chassis:Yeast Mitochondria
BBa_K809007,chassis:NA;chassis:Yeast Mitochondria
BBa_K809601,n/a:GAL promoter without start codon ATG
BBa_K809402,chassis:NA;chassis:Yeast Mitochondria
BBa_K809403,chassis:NA;chassis:Yeast Mitochondria
BBa_K817050,"n/a:Novel thermal promoter, Phs"
BBa_K819002,control:Luminesensor;chassis:NA;control:NA;chassis:E.coli
BBa_K817052,n/a:pCI (OL1-OR1) ;n/a:pCI (OR1-OL1) ;n/a:modified pCI-2 (Design2)
BBa_K817031,n/a:PfadBA-1J-4K;n/a:PfadBA-TetR(P1040)-pLac;n/a:PfadBA-TetR(P0340)-pLac;n/a:PfadBA-TetR-pLac
BBa_K817032,n/a:PfadBA-1F-4K;n/a:PfadBA-TetR(P1040)-pLac;n/a:PfadBA-TetR(P0340)-pLac
BBa_K845001,positive_regulators:NA;positive_regulators:cAMP-CRP complex and Arabinose;negative_regulators:AraC protein;negative_regulators:NA
BBa_K847210,biology:NA;control:NA
BBa_K861174,n/a:A control device for BBa_K861169
BBa_K879030,n/a:Promoter 0
BBa_K879031,n/a:Promoter 1
BBa_K879033,n/a:Promoter 3
BBa_K879034,n/a:Promoter 4
BBa_K879036,n/a:Promoter CIO
BBa_K879035,n/a:Promoter 5
BBa_K879037,n/a:Promoter LacO
BBa_K879038,n/a:Promoter TetRO
BBa_K976003,biology:NA;biology:Saccharomyces cerevisiae
BBa_M13102,positive_regulators:NA;negative_regulators:NA
BBa_M13101,positive_regulators:NA;negative_regulators:NA
BBa_M13104,positive_regulators:NA;negative_regulators:NA
BBa_M13103,positive_regulators:NA;negative_regulators:NA
BBa_M13105,positive_regulators:NA;negative_regulators:NA
BBa_M13108,positive_regulators:NA;negative_regulators:NA
BBa_M13106,positive_regulators:NA;negative_regulators:NA
BBa_M13110,positive_regulators:NA;negative_regulators:NA
BBa_M31201,positive_regulators:NA;negative_regulators:NA
BBa_M31519,positive_regulators:NA;negative_regulators:NA
BBa_M36113,n/a:asdf
BBa_M31370,positive_regulators:NA;negative_regulators:1
BBa_M36780,n/a:GadA promoter
BBa_M39007,n/a:Promoter Sequence for NanR
BBa_R0050,positive_regulators:NA;negative_regulators:1
BBa_R0075,positive_regulators:NA;negative_regulators:1;biology:NA;direction:Forward
BBa_R0180,positive_regulators:NA;negative_regulators:NA
BBa_R0181,positive_regulators:NA;negative_regulators:NA
BBa_R0182,positive_regulators:NA;negative_regulators:NA
BBa_R0183,positive_regulators:NA;negative_regulators:NA
BBa_R0185,positive_regulators:NA;negative_regulators:1
BBa_R0186,positive_regulators:NA;negative_regulators:1
BBa_R0187,positive_regulators:NA;negative_regulators:1
BBa_R1052,positive_regulators:NA;negative_regulators:1
BBa_R1053,positive_regulators:NA;negative_regulators:1
BBa_R1075,positive_regulators:NA;negative_regulators:NA
BBa_R1074,positive_regulators:NA;negative_regulators:NA
BBa_R2108,positive_regulators:NA;negative_regulators:1
BBa_R2110,positive_regulators:NA;negative_regulators:1
BBa_R2111,positive_regulators:NA;negative_regulators:1
BBa_R2112,positive_regulators:NA;negative_regulators:1
BBa_R2113,positive_regulators:NA;negative_regulators:1
BBa_R2114,positive_regulators:NA;negative_regulators:1
BBa_R2201,positive_regulators:NA;negative_regulators:1
BBa_S03331,positive_regulators:NA;negative_regulators:NA
BBa_S03385,positive_regulators:NA;negative_regulators:2
BBa_Z0252,positive_regulators:NA;negative_regulators:NA
BBa_Z0253,positive_regulators:NA;negative_regulators:NA
BBa_E0240,excitation:NA;emission:Green;tag:None
BBa_Z0251,positive_regulators:NA;negative_regulators:NA
BBa_E0430,biology:NA;type:Reporter;emission:Yellow;tag:None
BBa_E0420,biology:NA;type:Reporter;emission:Cyan;tag:None
BBa_E0422,excitation:NA;tag:LVA;emission:cyan
BBa_I13001,excitation:NA;emission:yellow;tag:None
BBa_E0432,excitation:NA;tag:LVA;emission:yellow
BBa_I13002,excitation:NA;emission:yellow;tag:None
BBa_I13003,excitation:NA;emission:yellow;tag:None
BBa_J06702,biology:NA;emission:610;excitation:587;tag:None
BBa_E0424,biology:NA;emission:NA;tag:None
BBa_E0426,biology:NA;emission:NA;tag:None
BBa_E0434,excitation:NA;tag:AAV;emission:yellow
BBa_E0436,biology:NA;emission:NA;tag:None
BBa_E0840,excitation:NA;emission:Green;tag:None
BBa_I13004,excitation:NA;emission:yellow;tag:None
BBa_J06701,biology:NA;emission:610;excitation:587;tag:None
BBa_J06703,biology:NA;emission:610;tag:LVA;excitation:587
BBa_I13522,excitation:NA;emission:GFP;tag:None
BBa_I13605,"excitation:NA;tag:None;emission:CFP, YFP"
BBa_I13600,excitation:NA;emission:CFP;tag:None
BBa_I13604,"excitation:NA;emission:YFP, CFP;tag:None"
BBa_I13602,excitation:NA;tag:LVA;emission:cyan
BBa_I13607,"excitation:NA;tag:LVA;emission:cyan, yellow"
BBa_I13521,excitation:NA;emission:RFP;tag:None
BBa_K1399015,emission:GFP;excitation:NA;tag:SsrA-LVA degradation tag;tag:SsrA-AAV degradation tag
BBa_K1399014,emission:GFP;excitation:NA;tag:SsrA-AAV degradation tag;tag:None
BBa_J04430,excitation:NA;emission:GFP;tag:None
BBa_K1399016,emission:GFP;excitation:NA;tag:SsrA-LAA degradation tag;tag:SsrA-AAV degradation tag
BBa_K1399017,emission:GFP;tag:SsrA-AAV degradation tag;excitation:NA;tag:SsrA-DAS+2 degradation tag
BBa_J04450,excitation:NA;emission:RFP;tag:None
BBa_K1399018,emission:GFP;tag:SsrA-AAV degradation tag;excitation:NA;tag:SsrA-DAS degradation tag
BBa_K1399019,emission:GFP;tag:SsrA-AAV degradation tag;excitation:NA
