Year,Team,SimpleDescription
2016,Warwick,"They aim to build an RNA based detection system utilising CRISPR/Cas9 technology, specifically targeting infectious agents. ",
2016,IIT_Delhi,They aim to construct an oscillator which is a modification of a regular two component oscillator as given by Danino et al. ,
2016,UCLA,"They aim to create self--assembling protein cages capable of cleavage by thrombin proteases at blood clot sites. Additionally, they propose an alternative to broad spectrum antibiotics using contact-dependent inhibition (CDI) systems ",
2016,UChicago,"They aim to establish the KaiABC system in Saccharomyces cerevisiae. They also attempt to drive cyclic expression of GFP and RFP on alternating 12-hour cycles, thus inducing protein products in a non-circadian eukaryotic organism.",
2016,MSU-Michigan,They aim to improve this range by fine-tuning the expression of a riboswitch-controlled desA.,
2016,UoA_NewZealand,"They aim to isolate the two enzymes within Ideonella sakaiensis that undertake this reaction, PETase and MHETase, and express them in Escherichia coli. ",
2016,CCA_SanDiego,They aim to solve this issue by engineering a two-plasmid system to be implanted in E. Coli bacteria for detoxification of contaminated groundwater. ,
2016,CIEI-BJ,They aimed to produce one of the key enzymes copalyl diphosphate synthase 1 (SmCPS1) which initiate biosynthesis of tanshinone by building up a gene circuit in plasmid of E.coli. ,
2016,Stanford-Brown,"They are  working to create a completely biological balloon that is light, that is potentially biodegradable, and that can be both continuously and sustainably produced. ",
2016,UCL,They are developing a bacterial oxidative stress sensitive probiotic that releases lycopene antioxidant in the presence of oxidative stress in the gut.,
2016,Dundee,They are engineering non-pathogenic E. coli to produce bacteriocins in response to conditions in the GI tract that will kill pathogenic strains of bacteria.,
2016,NRP-UEA-Norwich,"They are experimenting with Shewanella oneidensis MR-1, which possesses the MtrCAB 'molecular nanowire' complex.",
2016,Tufts,They are producing a fusion protein of the NLS-tagged Cas9 endonuclease and an atoxic variant of the Clostridium difficile toxin B (aTcdB). ,
2016,Kingsborough_NY,They are working on creating a full metabolic pathway in one species to metabolize ammonia and urea into N2 gas which is 70% of our atmosphere.,
2016,Macquarie_Australia,"They assembled the Chlorophyll biosynthesis pathway and photosystem II in E. coli. The chlorophyll will bind to Photosystem II to generate hydrogen ions, oxygen and electrons from the oxidation of water. The hydrogen ions and electrons generated from Photosystem II can then be converted to hydrogen gas using a Hydrogenase.",
2016,Nanjing-China,"They built an artificial photosynthetic system in model organism E.coli with the help of metal-binding proteins and surface display machinery. Using silicon polymer encapsulation, they improved the extreme oxygen intolerance of reductive enzymes.",
2016,Lethbridge,They characterized the microbiome of EMS vehicles using Nanopore next generation sequencing of isolated DNA samples.,
2016,Minnesota,They constructed both a gene drive and an inducible recovery drive and modeled the combined system using Saccharomyces cerevisiae. ,
2016,Istanbul_Tech,"They design a syringe shaped device with our whole cell biosensor in it. This device would allow aflatoxin B1 to enter the device, but would not permit the cells to leave the device.",
2016,Sheffield,"They designed a device that aims to rapidly distinguish bacterial infections, thereby preventing mis-prescription of antibiotics. ",
2016,Paris_Saclay,They designed a new adaptable tool composed of two different dCas9s fused with the FRB / FKBP12 dimerization system (induced by rapamycin) to increase the spatial proximity of two different DNA regions. ,
2016,UESTC-software,"They develop a web-based software tool, Bio101, to encode conventional electronic computer files into nucleotide (nt) sequences and to decode the latter into original data format reversely. ",
2016,BGIC_China,"They endeavor to create a test paper which is programmable, open-source and cell-free. ",
2016,CGU_Taiwan,They established a new model system to generate antigen-specific Leishmania adjuvant--Leijuvant.,
2016,Northeastern,They focused on two key problems with modern wastewater treatment: the waste of energy and information. ,
2016,British_Columbia,"They have constructed a microbial community of E.coli and Caulobacter crescentus, both synergizing in the degradation of biomass through the display of biomass transforming enzymes on the S-layer of C.crescentus",
2016,WPI_Worcester,"They have constructed dCas9 fusions to the editing enzymes APOBEC1 and ADAR1/2 to enable CRISPR-targeted C-to-U and A-to-I edits to RNA, respectively.",
2016,Cambridge-JIC,"They have created a library of Chlamydomonas-optimised parts in the Phytobrick standard, with a view to expressing Cas9 in the Chlamydomonas chloroplast for the first time. ",
2016,Edinburgh_UG,"They have designed a DNA storage system that is a sustainable, dense and long-lasting alternative to magnetic tape data storage. ",
2016,Michigan,"They have developed and begun testing a system for protein sensing which we believe has promise in rapid disease diagnostics, including cost-effective tuberculosis detection. ",
2016,UCC_Ireland,"They have developed the platform as a vaccine against leishmaniasis, a neglected tropical disease increasing in geographical distribution.",
2016,IIT-Madras,"They have made an efficient measurement device to help iGEMers characterize their protein production modules, promoter and RBS parts, precisely. ",
2016,CU-Boulder,"They have re-engineered the ethanolamine utilization BMC with a light inducible open/close switch by introducing the non-canonical amino acid azobenzene into the coat protein of the compartment, enabling the BMC to switch conformation upon light induction. ",
2016,IISc_Bangalore,They have therefore developed a modular set of tools by designing BioBricksTM for E. coli that firstly cause programmed induction of product synthesis upon reaching a certain tuneable population of cells.,
2016,Oxford,They hope to show that E. coli engineered to express copper chelators originating from M. trichosporium and Mycobacterium spp. reduces copper ion concentration in vitro.,
2016,UCLouvain,They insertion of a phage porin in the outer membrane. They aim to condition the porin’s opening system to create a gateway between the intra- and extra-cellular environment by getting rid of the cumbersome lysis step.,
2016,Goettingen,"They intend to design, construct and introduce a synthetic Vitamin B12 exporter into a production organism.",
2016,Marburg,They introduce a novel ‘plug-and-play’ production platform based on artificial endosymbiosis. ,
2016,William_and_Mary,They present a toolbox of BioBrick parts which can orthogonally modify the input-output response of arbitrary genetic circuits. ,
2016,UNSW_Australia,"They produced the ultimate strain of blebbing bacteria which can be utilised for the production of OMVs adapted for environmental, medical, or industry purposes.",
2016,Waterloo,They propose a synthetic biology approach to better study prion propagation in the model organism S. cerevisiae. ,
2016,Emory,They propose Acinetobacter baylyi ADP1 as an alternative vehicle that harnesses E. coli’s transformative powers while obviating the need for costly apparatus.,
